attribute_name,group,description
escrow_last_payment_date_81,escrow,"Last Payment Date attribute for escrow, instance 81."
escrow_next_payment_due_81,escrow,"Next Payment Due attribute for escrow, instance 81."
regulatory_hmda_reporting_flag_81,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 81."
regulatory_compliance_status_81,regulatory,"Compliance Status attribute for regulatory, instance 81."
regulatory_regulator_notes_81,regulatory,"Regulator Notes attribute for regulatory, instance 81."
regulatory_fair_lending_score_81,regulatory,"Fair Lending Score attribute for regulatory, instance 81."
regulatory_audit_status_81,regulatory,"Audit Status attribute for regulatory, instance 81."
borrower_id_82,borrower,"Id attribute for borrower, instance 82."
borrower_first_name_82,borrower,"First Name attribute for borrower, instance 82."
borrower_last_name_82,borrower,"Last Name attribute for borrower, instance 82."
borrower_date_of_birth_82,borrower,"Date Of Birth attribute for borrower, instance 82."
borrower_ssn_82,borrower,"Ssn attribute for borrower, instance 82."
borrower_employment_status_82,borrower,"Employment Status attribute for borrower, instance 82."
borrower_annual_income_82,borrower,"Annual Income attribute for borrower, instance 82."
borrower_credit_score_82,borrower,"Credit Score attribute for borrower, instance 82."
borrower_marital_status_82,borrower,"Marital Status attribute for borrower, instance 82."
borrower_number_of_dependents_82,borrower,"Number Of Dependents attribute for borrower, instance 82."
borrower_residency_status_82,borrower,"Residency Status attribute for borrower, instance 82."
loan_id_82,loan,"Id attribute for loan, instance 82."
loan_type_82,loan,"Type attribute for loan, instance 82."
loan_amount_82,loan,"Amount attribute for loan, instance 82."
loan_term_years_82,loan,"Term Years attribute for loan, instance 82."
loan_interest_rate_82,loan,"Interest Rate attribute for loan, instance 82."
loan_origination_date_82,loan,"Origination Date attribute for loan, instance 82."
loan_maturity_date_82,loan,"Maturity Date attribute for loan, instance 82."
loan_status_82,loan,"Status attribute for loan, instance 82."
loan_ltv_ratio_82,loan,"Ltv Ratio attribute for loan, instance 82."
loan_dti_ratio_82,loan,"Dti Ratio attribute for loan, instance 82."
loan_amortization_type_82,loan,"Amortization Type attribute for loan, instance 82."
property_id_82,property,"Id attribute for property, instance 82."
property_address_line1_82,property,"Address Line1 attribute for property, instance 82."
property_address_line2_82,property,"Address Line2 attribute for property, instance 82."
property_city_82,property,"City attribute for property, instance 82."
property_state_82,property,"State attribute for property, instance 82."
property_postal_code_82,property,"Postal Code attribute for property, instance 82."
property_country_82,property,"Country attribute for property, instance 82."
property_property_type_82,property,"Property Type attribute for property, instance 82."
property_year_built_82,property,"Year Built attribute for property, instance 82."
property_purchase_price_82,property,"Purchase Price attribute for property, instance 82."
property_appraised_value_82,property,"Appraised Value attribute for property, instance 82."
property_square_feet_82,property,"Square Feet attribute for property, instance 82."
property_lot_size_82,property,"Lot Size attribute for property, instance 82."
property_num_bedrooms_82,property,"Num Bedrooms attribute for property, instance 82."
property_num_bathrooms_82,property,"Num Bathrooms attribute for property, instance 82."
payment_id_82,payment,"Id attribute for payment, instance 82."
payment_due_date_82,payment,"Due Date attribute for payment, instance 82."
payment_amount_due_82,payment,"Amount Due attribute for payment, instance 82."
payment_amount_paid_82,payment,"Amount Paid attribute for payment, instance 82."
payment_payment_date_82,payment,"Payment Date attribute for payment, instance 82."
payment_payment_method_82,payment,"Payment Method attribute for payment, instance 82."
payment_status_82,payment,"Status attribute for payment, instance 82."
payment_late_fee_82,payment,"Late Fee attribute for payment, instance 82."
payment_escrow_amount_82,payment,"Escrow Amount attribute for payment, instance 82."
escrow_id_82,escrow,"Id attribute for escrow, instance 82."
escrow_type_82,escrow,"Type attribute for escrow, instance 82."
escrow_balance_82,escrow,"Balance attribute for escrow, instance 82."
escrow_taxes_due_82,escrow,"Taxes Due attribute for escrow, instance 82."
escrow_insurance_due_82,escrow,"Insurance Due attribute for escrow, instance 82."
escrow_last_payment_date_82,escrow,"Last Payment Date attribute for escrow, instance 82."
escrow_next_payment_due_82,escrow,"Next Payment Due attribute for escrow, instance 82."
regulatory_hmda_reporting_flag_82,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 82."
regulatory_compliance_status_82,regulatory,"Compliance Status attribute for regulatory, instance 82."
regulatory_regulator_notes_82,regulatory,"Regulator Notes attribute for regulatory, instance 82."
regulatory_fair_lending_score_82,regulatory,"Fair Lending Score attribute for regulatory, instance 82."
regulatory_audit_status_82,regulatory,"Audit Status attribute for regulatory, instance 82."
borrower_id_83,borrower,"Id attribute for borrower, instance 83."
borrower_first_name_83,borrower,"First Name attribute for borrower, instance 83."
borrower_last_name_83,borrower,"Last Name attribute for borrower, instance 83."
borrower_date_of_birth_83,borrower,"Date Of Birth attribute for borrower, instance 83."
borrower_ssn_83,borrower,"Ssn attribute for borrower, instance 83."
borrower_employment_status_83,borrower,"Employment Status attribute for borrower, instance 83."
borrower_annual_income_83,borrower,"Annual Income attribute for borrower, instance 83."
borrower_credit_score_83,borrower,"Credit Score attribute for borrower, instance 83."
borrower_marital_status_83,borrower,"Marital Status attribute for borrower, instance 83."
borrower_number_of_dependents_83,borrower,"Number Of Dependents attribute for borrower, instance 83."
borrower_residency_status_83,borrower,"Residency Status attribute for borrower, instance 83."
loan_id_83,loan,"Id attribute for loan, instance 83."
loan_type_83,loan,"Type attribute for loan, instance 83."
loan_amount_83,loan,"Amount attribute for loan, instance 83."
loan_term_years_83,loan,"Term Years attribute for loan, instance 83."
loan_interest_rate_83,loan,"Interest Rate attribute for loan, instance 83."
loan_origination_date_83,loan,"Origination Date attribute for loan, instance 83."
loan_maturity_date_83,loan,"Maturity Date attribute for loan, instance 83."
loan_status_83,loan,"Status attribute for loan, instance 83."
loan_ltv_ratio_83,loan,"Ltv Ratio attribute for loan, instance 83."
loan_dti_ratio_83,loan,"Dti Ratio attribute for loan, instance 83."
loan_amortization_type_83,loan,"Amortization Type attribute for loan, instance 83."
property_id_83,property,"Id attribute for property, instance 83."
property_address_line1_83,property,"Address Line1 attribute for property, instance 83."
property_address_line2_83,property,"Address Line2 attribute for property, instance 83."
property_city_83,property,"City attribute for property, instance 83."
property_state_83,property,"State attribute for property, instance 83."
property_postal_code_83,property,"Postal Code attribute for property, instance 83."
property_country_83,property,"Country attribute for property, instance 83."
property_property_type_83,property,"Property Type attribute for property, instance 83."
property_year_built_83,property,"Year Built attribute for property, instance 83."
property_purchase_price_83,property,"Purchase Price attribute for property, instance 83."
property_appraised_value_83,property,"Appraised Value attribute for property, instance 83."
property_square_feet_83,property,"Square Feet attribute for property, instance 83."
property_lot_size_83,property,"Lot Size attribute for property, instance 83."
property_num_bedrooms_83,property,"Num Bedrooms attribute for property, instance 83."
property_num_bathrooms_83,property,"Num Bathrooms attribute for property, instance 83."
payment_id_83,payment,"Id attribute for payment, instance 83."
payment_due_date_83,payment,"Due Date attribute for payment, instance 83."
payment_amount_due_83,payment,"Amount Due attribute for payment, instance 83."
payment_amount_paid_83,payment,"Amount Paid attribute for payment, instance 83."
payment_payment_date_83,payment,"Payment Date attribute for payment, instance 83."
payment_payment_method_83,payment,"Payment Method attribute for payment, instance 83."
payment_status_83,payment,"Status attribute for payment, instance 83."
payment_late_fee_83,payment,"Late Fee attribute for payment, instance 83."
payment_escrow_amount_83,payment,"Escrow Amount attribute for payment, instance 83."
escrow_id_83,escrow,"Id attribute for escrow, instance 83."
escrow_type_83,escrow,"Type attribute for escrow, instance 83."
escrow_balance_83,escrow,"Balance attribute for escrow, instance 83."
escrow_taxes_due_83,escrow,"Taxes Due attribute for escrow, instance 83."
escrow_insurance_due_83,escrow,"Insurance Due attribute for escrow, instance 83."
escrow_last_payment_date_83,escrow,"Last Payment Date attribute for escrow, instance 83."
escrow_next_payment_due_83,escrow,"Next Payment Due attribute for escrow, instance 83."
regulatory_hmda_reporting_flag_83,regulatory,"Hmda Reporting Flag attribute for regulatory, instance 83."
regulatory_compliance_status_83,regulatory,"Compliance Status attribute for regulatory, instance 83."
regulatory_regulator_notes_83,regulatory,"Regulator Notes attribute for regulatory, instance 83."
regulatory_fair_lending_score_83,regulatory,"Fair Lending Score attribute for regulatory, instance 83."
regulatory_audit_status_83,regulatory,"Audit Status attribute for regulatory, instance 83."
borrower_id_84,borrower,"Id attribute for borrower, instance 84."
borrower_first_name_84,borrower,"First Name attribute for borrower, instance 84."
borrower_last_name_84,borrower,"Last Name attribute for borrower, instance 84."
borrower_date_of_birth_84,borrower,"Date Of Birth attribute for borrower, instance 84."
borrower_ssn_84,borrower,"Ssn attribute for borrower, instance 84."
